course_name,math/stat,stock_trading,stress_relieve,mobile_app_dev,critical_thinking/reasoning,database,courses_taught_in_foreign_language,javascript(minor_topic),social_science,random1,web_development,languages,finance/accounting,nutrition/health,financial_math(small_cluster),speaking/sound(small_cluster),online_ed_related,music,random2,photography,e-commerce/small_business,random3,fitness/weight_loss,science,programming,liberal_art,tsne_1,tsne_2,color,rating counts,total_enrollment,rating,final_provider,final_link,effort_hr_wk,final_price,course_name_for_hover,course_name_for_unhover,course_name_with_underscore,final_img
Aprende todos los secretos de la salsa para piano,0.0,0.0,0.0,0.0,0.0,0.0,0.285668013871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.704406427816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.486350479,8.18507687059,#fefeb3,0.0,5.0,0.0,Udemy,https://www.udemy.com/aprende-a-tocar-salsa-en-el-piano/,0,49,hovercourse('Aprende todos los secretos de la salsa para piano'),unhovercourse('Aprende todos los secretos de la salsa para piano'),Aprende_todos_los_secretos_de_la_salsa_para_piano,../static/course_images/Aprende_todos_los_secretos_de_la_salsa_para_piano.jpg
How to Raise Money for Your Business,0.0,0.989073426573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.91077342714,2.62228425082,#fa8d62,0.0,73.0,0.0,Udemy,https://www.udemy.com/how-to-raise-money-for-your-business/,0,24,hovercourse('How to Raise Money for Your Business'),unhovercourse('How to Raise Money for Your Business'),How_to_Raise_Money_for_Your_Business,../static/course_images/How_to_Raise_Money_for_Your_Business.jpg
Constitutional Struggles in the Muslim World,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.213587868196,0.0,0.0,0.148717736311,0.0,0.0435585617443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0201660912052,0.0,0.552066355707,6.82206892453,2.81818682119,#fefeb3,,,,Coursera,https://www.coursera.org/course/muslimworld,0,0,hovercourse('Constitutional Struggles in the Muslim World'),unhovercourse('Constitutional Struggles in the Muslim World'),Constitutional_Struggles_in_the_Muslim_World,../static/course_images/muslimworld.jpg
"Learn To Play The Piano Using Pop, R&B and Gospel Chords",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.971251316817,0.0,0.0,0.0,0.0236204780547,0.0,0.0,0.0,0.0,17.5391160689,5.97113280618,#fefeb3,8.0,1398.0,92.5,Udemy,https://www.udemy.com/learn-to-play-the-piano-using-pop-rb-and-gospel-chords/,0,23,"hovercourse('Learn To Play The Piano Using Pop, R&B and Gospel Chords')","unhovercourse('Learn To Play The Piano Using Pop, R&B and Gospel Chords')","Learn_To_Play_The_Piano_Using_Pop,_R&B_and_Gospel_Chords","../static/course_images/Learn_To_Play_The_Piano_Using_Pop,_R&B_and_Gospel_Chords.jpg"
Fabulae Faciles: Perseus 1-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0809226281662,0.0,0.0,0.187790870263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70275052142,-3.1139992261,-3.33067609532,#fefeb3,1.0,37.0,100.0,Udemy,https://www.udemy.com/fabulae-faciles-perseus/,0,11,hovercourse('Fabulae Faciles: Perseus 1-11'),unhovercourse('Fabulae Faciles: Perseus 1-11'),Fabulae_Faciles:_Perseus_1-11,../static/course_images/Fabulae_Faciles:_Perseus_1-11.jpg
Aprende a tocar el acordeón de botones,0.0,0.0,0.0,0.0,0.0,0.0,0.468254280075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.510766698946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.3442004222,8.3124034898,#fefeb3,0.0,13.0,,Udemy,https://www.udemy.com/aprende-a-tocar-el-acordeon-de-botones/,0,0,hovercourse('Aprende a tocar el acordeón de botones'),unhovercourse('Aprende a tocar el acordeón de botones'),Aprende_a_tocar_el_acordeón_de_botones,../static/course_images/0.png
A1.3  Phonetic and Pronunciation. ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.464738555676,0.0,0.0,0.0,0.299792349246,0.0,0.0520058440894,0.0,0.0,0.0,0.114764523944,0.0576344488557,0.0,0.0,0.0,-9.50222753232,-6.59752613303,navy,4.0,1022.0,95.0,Udemy,https://www.udemy.com/russian-lessons/,0,n.a.,hovercourse('A1.3  Phonetic and Pronunciation. '),unhovercourse('A1.3  Phonetic and Pronunciation. '),A1.3__Phonetic_and_Pronunciation._,../static/course_images/A1.3__Phonetic_and_Pronunciation._.jpg
Why We Need Psychology,0.0,0.862637362632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.85879207531,2.60281494287,#fa8d62,,,,,https://www.coursera.org/course/needpsych,0,0,hovercourse('Why We Need Psychology'),unhovercourse('Why We Need Psychology'),Why_We_Need_Psychology,../static/course_images/0.png
Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.907253094849,0.0,0.0911189035227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.72349560196,-5.45784196837,#f481bd,9.0,285.0,97.778,Udemy,https://www.udemy.com/trumpet-a-beginners-guide/,0,28,hovercourse('Learn to Play the Trumpet: Beginner to Pro Made the Easy Way'),unhovercourse('Learn to Play the Trumpet: Beginner to Pro Made the Easy Way'),Learn_to_Play_the_Trumpet:_Beginner_to_Pro_Made_the_Easy_Way,../static/course_images/Learn_to_Play_the_Trumpet:_Beginner_to_Pro_Made_the_Easy_Way.jpg
"""Adventures of Huckleberry Finn"" by Twain: BerkeleyX Book Club",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146742711274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.804674292772,-3.07419558713,-3.17027931312,#fefeb3,,,,EDX,https://www.edx.org/course/adventures-huckleberry-finn-twain-uc-berkeleyx-colwri3-2x,3.0,n.a.,"hovercourse('""Adventures of Huckleberry Finn"" by Twain: BerkeleyX Book Club')","unhovercourse('""Adventures of Huckleberry Finn"" by Twain: BerkeleyX Book Club')","""Adventures_of_Huckleberry_Finn""_by_Twain:_BerkeleyX_Book_Club",../static/course_images/adventures_of_huckleberry_finn_378x225.jpg
Stock Trading Essentials for Day Traders,0.0,0.594486314985,0.0,0.0,0.0,0.0,0.0,0.317613067395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0841837462556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83191612527,2.49938129744,#fa8d62,1.0,8.0,100.0,Udemy,https://www.udemy.com/stock-trading-essentials-for-day-traders/,0,49,hovercourse('Stock Trading Essentials for Day Traders'),unhovercourse('Stock Trading Essentials for Day Traders'),Stock_Trading_Essentials_for_Day_Traders,../static/course_images/Stock_Trading_Essentials_for_Day_Traders.jpg
Arabic Fast Track (Beginners),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398265521125,0.0,0.0,0.0,0.755603064644,0.0,0.0,0.0,0.0,0.0,0.084961978023,0.0,0.0,0.0,0.111146866759,0.0,0.0,0.0,0.0,-11.3905721667,-7.88616877605,#994ea1,6.0,703.0,90.0,Udemy,https://www.udemy.com/arabic-fast-track-free-course-beginners/,0,n.a.,hovercourse('Arabic Fast Track (Beginners)'),unhovercourse('Arabic Fast Track (Beginners)'),Arabic_Fast_Track_(Beginners),../static/course_images/Arabic_Fast_Track_(Beginners).jpg
工程圖學2D,0.0,0.839743589743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.84424562229,2.59498873739,#fa8d62,,,,,https://www.coursera.org/course/graph,0,0,hovercourse('工程圖學2D'),unhovercourse('工程圖學2D'),工程圖學2D,../static/course_images/0.png
Essential Chinese for Travelers (1),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575746724454,0.0,0.0,0.0,0.0,0.0,0.0,0.314580401318,0.0,0.0,0.104675047196,0.0,0.0,0.0,0.0,-10.8416401956,-5.7460355843,#994ea1,39.0,9302.0,85.642,Udemy,https://www.udemy.com/chinese-01/,0,n.a.,hovercourse('Essential Chinese for Travelers (1)'),unhovercourse('Essential Chinese for Travelers (1)'),Essential_Chinese_for_Travelers_(1),../static/course_images/Essential_Chinese_for_Travelers_(1).jpg
"""A Christmas Carol"" by Dickens: BerkeleyX Book Club",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.133394920769,0.0,0.0,0.0,0.0,0.0,0.053875034881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788157394776,-3.05431920626,-3.13829270618,#fefeb3,,,,EDX,https://www.edx.org/course/christmas-carol-dickens-berkeleyx-book-uc-berkeleyx-colwri3-1x-0,3.0,n.a.,"hovercourse('""A Christmas Carol"" by Dickens: BerkeleyX Book Club')","unhovercourse('""A Christmas Carol"" by Dickens: BerkeleyX Book Club')","""A_Christmas_Carol""_by_Dickens:_BerkeleyX_Book_Club",../static/course_images/a_christmas_carol_378x225.jpg
Introduction to Entrepreneurship ,0.0,0.986828240253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.90678422071,2.62033651825,#fa8d62,1.0,74.0,100.0,Udemy,https://www.udemy.com/introduction-to-entrepreneurship/,0,18,hovercourse('Introduction to Entrepreneurship '),unhovercourse('Introduction to Entrepreneurship '),Introduction_to_Entrepreneurship_,../static/course_images/Introduction_to_Entrepreneurship_.jpg
Meditation for Beginners: Learn to Be Free from Anxiety Now,0.0,0.0,0.809994209139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.136894824007,0.0,0.0,0.0,0.0,0.0516141557128,0.0,0.0,0.0,0.0,-8.13734742182,-10.3285660759,#8d9fca,28.0,2719.0,100.0,Udemy,https://www.udemy.com/meditation-for-beginners-learn-to-be-free-from-anxiety-now/,0,99,hovercourse('Meditation for Beginners: Learn to Be Free from Anxiety Now'),unhovercourse('Meditation for Beginners: Learn to Be Free from Anxiety Now'),Meditation_for_Beginners:_Learn_to_Be_Free_from_Anxiety_Now,../static/course_images/Meditation_for_Beginners:_Learn_to_Be_Free_from_Anxiety_Now.jpg
The Art and Archaeology of Ancient Nubia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142459385107,0.193511673955,0.0,0.0,0.0,0.127172782929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.517178161586,0.33453420065,-1.52533296595,#fefeb3,,,,Coursera,https://www.coursera.org/course/ancientnubia,0,0,hovercourse('The Art and Archaeology of Ancient Nubia'),unhovercourse('The Art and Archaeology of Ancient Nubia'),The_Art_and_Archaeology_of_Ancient_Nubia,../static/course_images/nubia2.png
Play By Ear L2: Learn to Play By Ear Easily in 12 Keys Fast ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.459524901461,0.0,0.539557527045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.2016670962,5.78851387848,#fefeb3,6.0,1184.0,100.0,Udemy,https://www.udemy.com/play-by-ear-2-pick-out-melody-of-songs-in-all-12-keys/,0,99,hovercourse('Play By Ear L2: Learn to Play By Ear Easily in 12 Keys Fast '),unhovercourse('Play By Ear L2: Learn to Play By Ear Easily in 12 Keys Fast '),Play_By_Ear_L2:_Learn_to_Play_By_Ear_Easily_in_12_Keys_Fast_,../static/course_images/Play_By_Ear_L2:_Learn_to_Play_By_Ear_Easily_in_12_Keys_Fast_.jpg
"Reading and Writing Arabic - ""The Fosha""",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991781722551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.6242832456,-9.13057065475,#994ea1,0.0,89.0,0.0,Udemy,https://www.udemy.com/reading-and-writing-in-arabic/,0,49,"hovercourse('Reading and Writing Arabic - ""The Fosha""')","unhovercourse('Reading and Writing Arabic - ""The Fosha""')","Reading_and_Writing_Arabic_-_""The_Fosha""","../static/course_images/Reading_and_Writing_Arabic_-_""The_Fosha"".jpg"
English as a Foreign Language,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.977638640426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.590901086,-9.10723435999,#994ea1,24.0,3200.0,85.834,Udemy,https://www.udemy.com/english-as-a-foreign-language/,0,15,hovercourse('English as a Foreign Language'),unhovercourse('English as a Foreign Language'),English_as_a_Foreign_Language,../static/course_images/English_as_a_Foreign_Language.jpg
The Rise of Superheroes and Their Impact On Pop Culture,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.148095506446,0.0,0.0,0.0,0.121979520948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.719393837073,-0.478180355175,-2.33090995587,#fefeb3,,,,EDX,https://www.edx.org/course/rise-superheroes-impact-pop-culture-smithsonianx-popx1-1x-0,2.0,n.a.,hovercourse('The Rise of Superheroes and Their Impact On Pop Culture'),unhovercourse('The Rise of Superheroes and Their Impact On Pop Culture'),The_Rise_of_Superheroes_and_Their_Impact_On_Pop_Culture,../static/course_images/superhero-banner-378x225-2.jpg
JKD Street Fight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.293883435072,0.0,0.60355246236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.4197953975,5.72266929328,#fefeb3,20.0,5571.0,100.0,Udemy,https://www.udemy.com/jkd-the-way-off-intercepting-fist/,0,30,hovercourse('JKD Street Fight'),unhovercourse('JKD Street Fight'),JKD_Street_Fight,../static/course_images/0.png
Play Piano in Eb Key: Master Eb Key to play piano Love Songs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993213996955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5741361732,5.96304548577,#fefeb3,7.0,844.0,100.0,Udemy,https://www.udemy.com/magic-of-eb-key-12-piano-tips-to-play-open-10-ballad-feel/,0,23,hovercourse('Play Piano in Eb Key: Master Eb Key to play piano Love Songs'),unhovercourse('Play Piano in Eb Key: Master Eb Key to play piano Love Songs'),Play_Piano_in_Eb_Key:_Master_Eb_Key_to_play_piano_Love_Songs,../static/course_images/Play_Piano_in_Eb_Key:_Master_Eb_Key_to_play_piano_Love_Songs.jpg
IAS 10 - Events After Reporting Date,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839865479264,0.0,0.0,0.0,0.13798434806,0.0,0.0,0.0,0.0,0.0190785914795,0.0,0.0,0.0,0.0,15.6555591393,-0.277372480184,#ff8100,3.0,1004.0,86.666,Udemy,https://www.udemy.com/ias-10-events-after-reporting-date/,0,n.a.,hovercourse('IAS 10 - Events After Reporting Date'),unhovercourse('IAS 10 - Events After Reporting Date'),IAS_10_-_Events_After_Reporting_Date,../static/course_images/IAS_10_-_Events_After_Reporting_Date.jpg
"Improve at any sport: train speed, strength, psychology",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992628619216,0.0,0.0,0.0,-5.18335166489,-14.1510978668,#b3dd68,5.0,1301.0,96.0,Udemy,https://www.udemy.com/how-to-be-good-and-improve-at-any-sport/,0,49,"hovercourse('Improve at any sport: train speed, strength, psychology')","unhovercourse('Improve at any sport: train speed, strength, psychology')","Improve_at_any_sport:_train_speed,_strength,_psychology","../static/course_images/Improve_at_any_sport:_train_speed,_strength,_psychology.jpg"
Verbotica® - the easiest way to learn Spanish verbs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992053401144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.6035163778,-9.13176837662,#994ea1,8.0,89.0,,Udemy,https://www.udemy.com/verbotica/,0,0,hovercourse('Verbotica® - the easiest way to learn Spanish verbs'),unhovercourse('Verbotica® - the easiest way to learn Spanish verbs'),Verbotica®_-_the_easiest_way_to_learn_Spanish_verbs,../static/course_images/0.png
Learn Fun Piano Tips to Play LH Ballad Piano in C & F Keys,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.999508415919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5672823554,5.97564158253,#fefeb3,10.0,2211.0,100.0,Udemy,https://www.udemy.com/learn-to-play-piano-left-hand-nostalgic-10th-in-5-easy-steps/,0,20,hovercourse('Learn Fun Piano Tips to Play LH Ballad Piano in C & F Keys'),unhovercourse('Learn Fun Piano Tips to Play LH Ballad Piano in C & F Keys'),Learn_Fun_Piano_Tips_to_Play_LH_Ballad_Piano_in_C_&_F_Keys,../static/course_images/Learn_Fun_Piano_Tips_to_Play_LH_Ballad_Piano_in_C_&_F_Keys.jpg
Forex Watchers: Money Management,0.0,0.82164775712,0.0,0.0,0.0,0.0,0.0,0.102349394863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0674143491371,0.0,0.0,0.0,2.74772928194,2.57128979614,#fa8d62,9.0,149.0,97.778,Udemy,https://www.udemy.com/forex-watchers-money-management/,0,24,hovercourse('Forex Watchers: Money Management'),unhovercourse('Forex Watchers: Money Management'),Forex_Watchers:_Money_Management,../static/course_images/0.png
Whole Bible Survey: Part 1 (Old Testament),0.0127016552533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0572055518373,0.0,0.0,0.0,0.0,0.0219308168258,0.0,0.0,0.0,0.0,0.0,0.0,0.0365571070086,0.0,0.0,0.0,0.870269840467,-1.84332980379,-1.50139305723,#fefeb3,3.0,39.0,100.0,Udemy,https://www.udemy.com/whole-bible-survey-part-1-old-testament/,0,29,hovercourse('Whole Bible Survey: Part 1 (Old Testament)'),unhovercourse('Whole Bible Survey: Part 1 (Old Testament)'),Whole_Bible_Survey:_Part_1_(Old_Testament),../static/course_images/Whole_Bible_Survey:_Part_1_(Old_Testament).jpg
Sexual Harassment Prevention for Employees,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0380987047873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336920018359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.926848346631,-1.68310905989,-1.89757278785,#fefeb3,9.0,297.0,85.0,Udemy,https://www.udemy.com/sexual-harassment-prevention-for-employees-ca/,0,18,hovercourse('Sexual Harassment Prevention for Employees'),unhovercourse('Sexual Harassment Prevention for Employees'),Sexual_Harassment_Prevention_for_Employees,../static/course_images/Sexual_Harassment_Prevention_for_Employees.jpg
The Civil War and Reconstruction- 1861- 1865: A New Birth of Freedom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.862637362633,-1.95072747573,-1.70903993417,#fefeb3,,,,EDX,https://www.edx.org/course/civil-war-reconstruction-1861-1865-new-columbiax-hist1-2x,7.0,n.a.,hovercourse('The Civil War and Reconstruction- 1861- 1865: A New Birth of Freedom'),unhovercourse('The Civil War and Reconstruction- 1861- 1865: A New Birth of Freedom'),The_Civil_War_and_Reconstruction-_1861-_1865:_A_New_Birth_of_Freedom,../static/course_images/banner-course3-378x225.png
Complete iOS7 Programming - Made Easy!,0.0,0.30308505237,0.0,0.341489351556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.201666509474,0.0,0.0,0.105431974594,0.0,0.0,0.0371091632874,0.0,0.0,0.0,0.0,-0.607165900287,2.22123642965,navy,3.0,1870.0,80.0,Udemy,https://www.udemy.com/complete-ios7-programming-made-easy/,0,41,hovercourse('Complete iOS7 Programming - Made Easy!'),unhovercourse('Complete iOS7 Programming - Made Easy!'),Complete_iOS7_Programming_-_Made_Easy!,../static/course_images/Complete_iOS7_Programming_-_Made_Easy!.jpg
"""Dracula"" by Stoker: BerkeleyX Book Club",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.839743589742,-1.95095342405,-1.70910800767,#fefeb3,,,,EDX,https://www.edx.org/course/dracula-stoker-berkeleyx-book-club-uc-berkeleyx-colwri3-6x,3.0,n.a.,"hovercourse('""Dracula"" by Stoker: BerkeleyX Book Club')","unhovercourse('""Dracula"" by Stoker: BerkeleyX Book Club')","""Dracula""_by_Stoker:_BerkeleyX_Book_Club",../static/course_images/-dracula-by-bram-stoker-berkeleyx-book-club_378x225.jpg
"""A Study in Scarlet"" by Doyle: BerkeleyX Book Club",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.759615384609,-1.95098631566,-1.70941288136,#fefeb3,,,,EDX,https://www.edx.org/course/study-scarlet-doyle-berkeleyx-book-club-uc-berkeleyx-colwri3-8x,3.0,n.a.,"hovercourse('""A Study in Scarlet"" by Doyle: BerkeleyX Book Club')","unhovercourse('""A Study in Scarlet"" by Doyle: BerkeleyX Book Club')","""A_Study_in_Scarlet""_by_Doyle:_BerkeleyX_Book_Club",../static/course_images/a-study-n-scarlet_378x225.jpg
"""The Jungle"" by Sinclair: BerkeleyX Book Club",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.807692307691,-1.95088847687,-1.70930539422,#fefeb3,,,,EDX,https://www.edx.org/course/jungle-sinclair-berkeleyx-book-club-uc-berkeleyx-colwri3-7x,3.0,n.a.,"hovercourse('""The Jungle"" by Sinclair: BerkeleyX Book Club')","unhovercourse('""The Jungle"" by Sinclair: BerkeleyX Book Club')","""The_Jungle""_by_Sinclair:_BerkeleyX_Book_Club",../static/course_images/-the-jungle-by-upton-sinclair-berkeleyx-book-club_378x225.jpg
"""Frankenstein; Or, The Modern Prometheus"" by Shelley: BerkeleyX Book Club",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.879807692307,-1.95091678868,-1.70929978125,#fefeb3,,,,EDX,https://www.edx.org/course/frankenstein-or-modern-prometheus-uc-berkeleyx-colwri3-3x,3.0,n.a.,"hovercourse('""Frankenstein; Or, The Modern Prometheus"" by Shelley: BerkeleyX Book Club')","unhovercourse('""Frankenstein; Or, The Modern Prometheus"" by Shelley: BerkeleyX Book Club')","""Frankenstein;_Or,_The_Modern_Prometheus""_by_Shelley:_BerkeleyX_Book_Club",../static/course_images/frankenstein_378x225.jpg
Play By Ear L1:  Pick Out  Melodies with 7 Tones in 1 Hour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.997853708791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5635690687,6.00266507481,#fefeb3,12.0,941.0,100.0,Udemy,https://www.udemy.com/play-by-ear-1-pick-out-melody-of-songs-with-7-scale-tones/,0,149,hovercourse('Play By Ear L1:  Pick Out  Melodies with 7 Tones in 1 Hour'),unhovercourse('Play By Ear L1:  Pick Out  Melodies with 7 Tones in 1 Hour'),Play_By_Ear_L1:__Pick_Out__Melodies_with_7_Tones_in_1_Hour,../static/course_images/Play_By_Ear_L1:__Pick_Out__Melodies_with_7_Tones_in_1_Hour.jpg
Religion in Modern America,0.0,0.0,0.0139347282341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.984721637234,-1.95198503425,-1.71354571137,#fefeb3,1.0,581.0,0.0,Udemy,https://www.udemy.com/religion-in-modern-america/,0,n.a.,hovercourse('Religion in Modern America'),unhovercourse('Religion in Modern America'),Religion_in_Modern_America,../static/course_images/Religion_in_Modern_America.jpg
World War 1 - The Christmas Truce of 1914,0.0155203734007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0958324920232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8823732666,-1.20931883867,-1.36211361577,#fefeb3,2.0,294.0,100.0,Udemy,https://www.udemy.com/christmastruce/,0,97,hovercourse('World War 1 - The Christmas Truce of 1914'),unhovercourse('World War 1 - The Christmas Truce of 1914'),World_War_1_-_The_Christmas_Truce_of_1914,../static/course_images/World_War_1_-_The_Christmas_Truce_of_1914.jpg
Yoga for all: Lose weight & detox to better health- 14 days,0.0,0.150287952595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.340817091524,0.0,0.0,0.0,0.0,0.0,0.0,0.445708142692,0.0,0.0,0.0,-3.71422989574,-7.46970055023,navy,8.0,529.0,92.5,Udemy,https://www.udemy.com/14dayprogram/,0,99,hovercourse('Yoga for all: Lose weight & detox to better health- 14 days'),unhovercourse('Yoga for all: Lose weight & detox to better health- 14 days'),Yoga_for_all:_Lose_weight_&_detox_to_better_health-_14_days,../static/course_images/Yoga_for_all:_Lose_weight_&_detox_to_better_health-_14_days.jpg
Jesus in Scripture and Tradition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.127841427776,0.0,0.0,0.0,0.0,0.0,0.0310869035671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.827249553272,-1.52674840098,-0.52471525278,#fefeb3,,,,EDX,https://www.edx.org/course/jesus-scripture-tradition-notredamex-th120-1x,6.0,n.a.,hovercourse('Jesus in Scripture and Tradition'),unhovercourse('Jesus in Scripture and Tradition'),Jesus_in_Scripture_and_Tradition,../static/course_images/jesus-in-scripture-and-tradition_378x225.jpg
